C,Mb,M,R,Rp,kl,hl,jl,rhoc
0.101760143268729,0.908270837489015,0.865027415470088,8.5006505266577,9.08322508753159,0.113019015473744,1.01652026610702,-0.0135053853146506,0.000868948247078464
0.104336707633805,0.932282661870495,0.886496683393796,8.4964985334325,9.09255139857341,0.112507014764164,1.01122632351979,-0.0139679320320018,0.00088313856427379
0.106900204210949,0.956265077206008,0.907868348524252,8.49267178884643,9.10226508990151,0.111897275265596,1.00575403503587,-0.0144256607504722,0.000897328881469115
0.109453935295275,0.980202518504041,0.929130799589583,8.48878386220705,9.11193109303638,0.111219169108278,1.00016760741583,-0.0148811890063225,0.000911519198664441
0.111994709637115,1.00408197065111,0.950273035906285,8.48498146908326,9.12171401529777,0.110467081103474,0.994453305929175,-0.0153326120234007,0.000925709515859766
0.114518210510532,1.02789128035096,0.971284669265008,8.48148661191032,9.13186647869663,0.109630791264255,0.988586512073014,-0.0157771904240859,0.000939899833055092
0.117028060776416,1.05161887469754,0.992155941641278,8.47793200245204,9.1419712135588,0.108738359253172,0.982629439174015,-0.0162175969120039,0.000954090150250417
0.124466052929962,1.12220133730523,1.05383882858088,8.46687754430423,9.17194615501349,0.105765053641776,0.964299574320783,-0.0175092644600971,0.000996661101836394
0.134150808762804,1.21454771206738,1.1336232534766,8.45036465997756,9.21005462278216,0.101299624923008,0.939193077827994,-0.0191567715323283,0.0010534223706177
0.136536146526359,1.23725355025765,1.15307951865858,8.44523262150195,9.2184242636315,0.100157273666169,0.932942716705066,-0.0195611287002683,0.00106761268781302
0.141234152008127,1.28211862332818,1.19133860413455,8.43520201874402,9.23541464159517,0.0977777580181288,0.920324207235966,-0.0203425734403768,0.00109599332220367
0.143534568458762,1.30425402324658,1.21012332168963,8.4308841743395,9.2447167282975,0.0965143854161956,0.913892510939387,-0.0207117114354862,0.001110183639399
0.145835214789355,1.32617664936392,1.22866694319196,8.42503605844891,9.25218768452329,0.0953202242912527,0.907662915128192,-0.0210906530019566,0.00112437395659432
0.148089048711547,1.34787296351589,1.24696172729624,8.42035071563675,9.26101627852574,0.0940448629431909,0.901274092334274,-0.0214457465185542,0.00113856427378965
0.154733479962401,1.4115298000648,1.30029564647798,8.4034537760926,9.28393654237503,0.0903100754835278,0.882545859461869,-0.0224899738208374,0.00118113522537563
0.15690786225755,1.43227870618747,1.31756871195978,8.39708535316803,9.29063902091385,0.089086853122864,0.876424180493038,-0.0228289780917728,0.00119532554257095
0.161190592515366,1.47314466372093,1.35142999115563,8.38405002467371,9.30365843916928,0.0866313342617061,0.86424342003209,-0.0234839564808832,0.0012237061769616
0.165398759895914,1.51325981062739,1.38446285518821,8.37045486954958,9.31603721088674,0.0841739772086597,0.852151457959909,-0.0241115433095968,0.00125208681135225
0.16953658918246,1.5527335446512,1.4167659344691,8.35669716667671,9.32834413937925,0.0816965671081074,0.840080159545447,-0.0247072010511535,0.0012804674457429
0.171619516642566,1.57226729429825,1.43267341890729,8.34796325578245,9.33228396558782,0.0805375835454063,0.834265082378053,-0.0250201961945397,0.00129465776293823
0.173660047818282,1.5916730901284,1.44843066088388,8.34060959374789,9.33798063798932,0.0793048129309788,0.828275341499798,-0.0253045621742868,0.00130884808013356
0.175718071045333,1.61093296268812,1.46401856808886,8.33163350462211,9.34170362556747,0.0781451008934131,0.822484459880351,-0.0256054480590386,0.00132303839732888
0.177723602428694,1.62999861348919,1.47940265617193,8.32417662007214,9.34731385154728,0.0769150884124016,0.816535688424521,-0.0258744784423078,0.00133722871452421
0.179704495989023,1.64882659842214,1.49454916532961,8.31670436014526,9.35287746971082,0.0756924470981584,0.810631391688422,-0.0261347159411011,0.00135141903171953
0.187433534235828,1.72095591500273,1.55212462389474,8.28093345314537,9.36673984722128,0.0712082514116316,0.788432937160177,-0.0271779621305087,0.00140818030050083
0.189232525115136,1.73798886476603,1.56562029685674,8.27352642419242,9.37172227955055,0.0700754064375547,0.78297498386662,-0.0273905520112298,0.00142237061769616
0.19103867512286,1.75455479494035,1.57870508521065,8.26379833400415,9.37352729504525,0.0690694097161218,0.777904076175462,-0.0276323762905352,0.00143656093489149
0.194442873428086,1.78615104831427,1.60355889237706,8.24694093491747,9.37962027170666,0.0670443133597695,0.767922938602052,-0.0280458038804951,0.00146494156928214
0.196093723277655,1.80116143875726,1.6153156684693,8.23746747968128,9.38089031884864,0.0661243746115321,0.763273978441972,-0.0282573948345578,0.00147913188647746
0.197695598573618,1.81566572077281,1.62664658901426,8.22803643961006,9.38192930717359,0.0652337256704398,0.75876548331582,-0.0284603633926935,0.00149332220367279
0.199206157470984,1.82968270087747,1.63757093437681,8.22048351901639,9.38511857706492,0.0642989586119616,0.754201965328279,-0.0286230440704991,0.00150751252086811
0.202143199233806,1.85635055008677,1.65827567246719,8.20347000914521,9.38830338084953,0.062588862940885,0.745661497735322,-0.0289594387933482,0.00153589315525876
0.203576905010004,1.8690443615057,1.66809288169873,8.19392004027549,9.38819841138123,0.0618117666219749,0.741674810793261,-0.0291358343624738,0.00155008347245409
0.207602414225228,1.90478697591468,1.69561264212754,8.16759597163436,9.38968118597971,0.0595261108070828,0.73011515014406,-0.0295862853734268,0.00159265442404007
0.208841456892135,1.91598250350614,1.70419599563344,8.16023801497247,9.39167091272924,0.0587531572026527,0.726316498819505,-0.0296988773789939,0.00160684474123539
0.21010418792539,1.92685459970895,1.71250960034345,8.15076375798647,9.39072981367583,0.0580743862243578,0.72280512125617,-0.0298444019672712,0.00162103505843072
