C,Mb,M,R,Rp,kl,hl,jl
0.00406445684407598,0.080846584989535,0.0808217487518401,19.8850060050802,19.9853330482374,0.0195269975011735,1.0272480152225,-0.000101312806479546
0.00410878506561069,0.0809035509124002,0.080878466522604,19.6842777685143,19.7847046574633,0.0194985165133653,1.02706343778446,-0.000102309544010095
0.00415436679794625,0.0809602475551234,0.080934897732799,19.4818853676594,19.5823975062427,0.0194872414866085,1.02690543085388,-0.000103383052912303
0.00419834406327723,0.0810165483694582,0.0809909548663521,19.2911666232354,19.3918041807797,0.0194276292963566,1.0266571115107,-0.000104247333336688
0.00424643112820724,0.0810722587399765,0.0810464885509156,19.0857890082235,19.1864785889563,0.0194548257286593,1.02657225784123,-0.000105698038055695
0.0042929316087798,0.0811275934880944,0.0811015241648527,18.8918742611659,18.9926529397822,0.0194372584294291,1.0264069661476,-0.00010671314939183
0.00433925116025889,0.0811828523972896,0.0811565501962778,18.7028930105617,18.8037785943893,0.0193985747695306,1.02619605742205,-0.000107744209890011
0.00438893635079964,0.0812385093886389,0.0812119725008234,18.5037936323745,18.6047462313895,0.0194080994063181,1.02607131870453,-0.000109078161696086
0.00443782729122723,0.0812936054835598,0.0812668017544965,18.3122948284053,18.4133381409798,0.0193889799771063,1.02588804590681,-0.000110211406091406
0.00448495616557962,0.0813461438133512,0.0813190946094998,18.1315249485812,18.2326633465008,0.0193609458477572,1.02569883713354,-0.000111278731833278
0.00459126399919757,0.0814603670089034,0.0814328792290352,17.7364837315535,17.8377622719174,0.0193753021923288,1.02541989235397,-0.00011421452075852
0.00496657412217991,0.0821954067829384,0.0821642772200255,16.5434513205176,16.6453451368655,0.0194217138232963,1.02443328728549,-0.000123806667585739
0.00516713074672516,0.0828721085486148,0.08283750218388,16.0316249470523,16.1338400293109,0.0196299260361496,1.02427497182751,-0.000129794193249835
0.00540064504782564,0.0838127411523801,0.0837731390231313,15.5116913408074,15.6142596606188,0.0200300626357771,1.0244111444494,-0.000137691529971342
0.00567038229891824,0.0850608450875712,0.0850143152976419,14.9926955214043,15.0957620746481,0.0205512869085338,1.02469139264001,-0.000147289364531119
0.00598972724636231,0.0866807635945599,0.0866247406968408,14.4622179164251,14.565908810611,0.0212982100729227,1.02528617490222,-0.000159606168895344
0.00635398441518003,0.0887074945072948,0.0886388937767105,13.9501276655554,14.0547036849649,0.0221662025993154,1.02600129888293,-0.000174102186399538
0.00777232091620252,0.0973730341567734,0.0972428417052325,12.5114290510722,12.6196811647344,0.0265940113842996,1.03095047322723,-0.000242333082791247
0.00899914894377044,0.105505158935511,0.105306426359005,11.7018205851457,11.8137371882198,0.0310801861024921,1.03662277222083,-0.000313521477934805
0.00970379829850194,0.110327740063645,0.110083765191277,11.3443995644748,11.4585342184003,0.0338688153689372,1.04033927670328,-0.000359726116978803
0.0121810837045983,0.128004974840584,0.127566287710594,10.4724908558373,10.5951441329849,0.0441904144908802,1.05462944807311,-0.000547820089699858
0.0131343287302203,0.135028200044525,0.134500093510032,10.2403477385613,10.3664783271859,0.0482881127214919,1.06045785863649,-0.000630788239183936
0.01415767861435,0.142650528047844,0.142017665540395,10.0311406558168,10.1610449791941,0.0527579510659537,1.06690571360801,-0.000726716230459627
