C,Mb,M,R,Rp,kl,hl,jl,rhoc
0.0405321604834321,0.378269665140335,0.372001350076637,9.17793045423021,9.48102489407639,0.070666008845405,1.03854334373154,-0.00282403780158455,0.000514190317195326
0.0436840153427158,0.404513141989829,0.397092273437762,9.09010470586183,9.40623146996795,0.0763976692488702,1.04371224760334,-0.00327754334859227,0.000528380634390651
0.0503294852331166,0.461087741192795,0.450891308813218,8.95879039343985,9.30315424551942,0.0870323596911307,1.05224135416544,-0.00429837911798841,0.000556761268781302
0.0538115750407968,0.491348167691723,0.479506354308641,8.91084035256556,9.27032991372087,0.0918614538980402,1.05547859780045,-0.0048640577703742,0.000570951585976628
0.0573805902311396,0.522858793948483,0.509186369806451,8.87384336332816,9.24917292685195,0.0962443327220286,1.05780487469154,-0.00546026934016503,0.000585141903171953
0.0610371481748568,0.555558802144037,0.539861131210898,8.84479611767452,9.23655486492214,0.100238410614719,1.05934342911173,-0.00608891720522279,0.000599332220367279
0.0647661766824241,0.589399224442518,0.571472731624791,8.82362925986758,9.23246074741078,0.103765048757778,1.05993968533715,-0.00674367585029387,0.000613522537562604
0.0685745268088548,0.624361338473139,0.603990760473646,8.80780063065129,9.23423959924683,0.106905561353596,1.05975655775503,-0.00742815620870749,0.00062771285475793
0.0724512412981433,0.660427098982137,0.637386645321447,8.79745652249827,9.24210932893584,0.10959977866963,1.05866672525996,-0.00813644079333106,0.000641903171953255
0.0803936066914794,0.735795856523434,0.706693242415891,8.79041594847106,9.27333918461824,0.113658240915785,1.05375924393975,-0.00961425353704874,0.000670283806343907
0.0885868788051356,0.815343799301048,0.779143042817324,8.79524206436039,9.318675545603,0.116168930280435,1.04564821487261,-0.0111721590051879,0.000698664440734558
0.0927590403255527,0.856569708158411,0.816410952267925,8.80141654552053,9.34595727713166,0.116847484646854,1.04039180767379,-0.0119720590616187,0.000712854757929883
0.101182567605279,0.94115565311867,0.892285200411016,8.81856649350796,9.40661804494323,0.117189900337101,1.02783777735659,-0.01359573370197,0.000741235392320534
0.105397611726766,0.984138324389054,0.93053871249838,8.82884058996251,9.43912743078589,0.11690192911592,1.02067440446915,-0.0144095397746523,0.00075542570951586
0.109583727947011,1.0273189858136,0.968764646343944,8.84040600272687,9.4732069062949,0.116307332562337,1.01293427207031,-0.0152131088495405,0.000769616026711185
0.113745124808005,1.07049967681168,1.0067862455745,8.85124744707868,9.50652181303976,0.115550861714891,1.00495664602378,-0.0160169024437355,0.000783806343906511
0.117835609996205,1.11348095403551,1.04443193089067,8.86346606874021,9.54139898494122,0.114510496270085,0.996473055316736,-0.0167957673348946,0.000797996661101836
0.121875431245568,1.15607378011071,1.08153791863787,8.87412588070081,9.57442547651588,0.113394026540015,0.987971134079918,-0.0175712337523814,0.000812186978297162
0.125827428836548,1.19809474729705,1.11795322239745,8.88481337284334,9.60734889324479,0.112117112144573,0.979264793472094,-0.0183234955874366,0.000826377295492487
0.133422987502603,1.27973232963668,1.18815381087467,8.9051656923174,9.67138155363128,0.109229574662608,0.961608208462694,-0.0197507317854435,0.000854757929883139
0.140523003877574,1.35704294107318,1.25396924565975,8.92358696482342,9.73193646497183,0.106055548771225,0.944043139644891,-0.021054230811898,0.00088313856427379
0.147081575131507,1.42883761234094,1.31450783605793,8.93727059206855,9.78522208109723,0.102895919314109,0.927340631793011,-0.0222442726240995,0.000911519198664441
0.150119310169883,1.46236780260595,1.34259051343881,8.94348976104047,9.81036483427874,0.101291858920788,0.919249412914313,-0.0227787116285286,0.000925709515859766
0.153020364626996,1.49420605168346,1.36914130716743,8.94744507049676,9.83223002171445,0.0997948410182074,0.911639105546417,-0.0232955188900238,0.000939899833055092
0.155751508967522,1.52430318472358,1.39413915964888,8.95104753007299,9.85306264964505,0.098308411084003,0.904269480959526,-0.0237709179687381,0.000954090150250417
0.158326890024409,1.55275109340812,1.41767663010875,8.95411152136057,9.8726773803932,0.0968494983608592,0.897165243314617,-0.0242100315151294,0.000968280467445743
0.16309872103017,1.60534110317448,1.46095420324019,8.95748411767093,9.90715042284125,0.094080146662479,0.88382625705753,-0.0250109342646139,0.000996661101836394
0.167460536341961,1.65322696814793,1.50009374412257,8.95789406203335,9.93659074191343,0.0914633928681023,0.871392374577295,-0.0257242737368678,0.00102504173622705
0.171497534226764,1.69754314773221,1.53608849771092,8.95691302289986,9.96345291136634,0.0889009668749099,0.859463754158656,-0.0263527135295939,0.0010534223706177
0.175328028358804,1.73927586449189,1.56978041490229,8.95339113544229,9.98682386259112,0.0864253106873592,0.847998915095775,-0.0269324767632318,0.00108180300500835
0.177202460074291,1.75943813500615,1.58598591756496,8.95013487341,9.9966679686908,0.0852357536135643,0.842448785456105,-0.0272172224132749,0.00109599332220367
0.179042565147638,1.77924801010039,1.60186247334175,8.94682486268478,10.0065248687775,0.0840278483065114,0.836873346822778,-0.0274862369194791,0.001110183639399
0.180852383575979,1.79872512771297,1.61742815302477,8.94336099443919,10.0162818967853,0.0828075517606171,0.831284719751997,-0.027741365857797,0.00112437395659432
0.184428578685979,1.83662632704551,1.64758878006429,8.93347870380538,10.0323004727981,0.0804562663907833,0.820407012374373,-0.0282495048769468,0.00115275459098497
0.189603120614546,1.89066485454349,1.6902921365082,8.91489618435387,10.0518351562969,0.0770242486553516,0.804524205006505,-0.0289554232111721,0.00119532554257095
0.192894951569507,1.92470317920802,1.71700921801693,8.90126570989197,10.0632551153217,0.0747761354683655,0.794177448272695,-0.0293726121702294,0.0012237061769616
