C,Mb,M,R,Rp,kl,hl,jl,rhoc
0.0374898224767219,0.353423591860634,0.348169241854686,9.28703362281512,9.57799450055477,0.064616481216421,1.03267958229403,-0.0024049893122594,0.0005
0.0405164964955542,0.378256324288016,0.371991401823555,9.18123317657472,9.48446938540332,0.0705300370168324,1.03828451679932,-0.00281854402941894,0.000514190317195326
0.0469259712037833,0.432029237706967,0.423310911115955,9.02082365600195,9.35081639100251,0.0817167481292384,1.04802797291275,-0.0037614017407125,0.000542570951585977
0.0502985752894064,0.460950371516601,0.450764684264185,8.96177837385232,9.30623297464087,0.0868680229516235,1.05194400479929,-0.00428894761619971,0.000556761268781302
0.0610212755459748,0.555546297186731,0.539854085718888,8.84698133378333,9.23889626581328,0.100102593357277,1.05906667331889,-0.00608070720348808,0.000599332220367279
0.064773723310744,0.589556912510291,0.571624416658835,8.82494300839457,9.2339699641051,0.103686931245334,1.05974561160011,-0.00674095147265715,0.000613522537562604
0.0724955748815023,0.660976190501743,0.637899859064149,8.79915581201789,9.24424080858891,0.109517345261204,1.05839141273971,-0.00813858822123622,0.000641903171953255
0.0764472894141942,0.698254246630139,0.672258692937024,8.79375446910488,9.25774198886393,0.111760104480078,1.05635708839891,-0.00886937679604059,0.000656093489148581
0.0804561073953169,0.736480755786345,0.707326556595598,8.79145884003791,9.27481289457771,0.113623945136405,1.05356698976813,-0.00962221488514961,0.000670283806343907
0.0885802977717143,0.815457734444376,0.779254267254644,8.79715113695946,9.32080683853763,0.116061248080365,1.04539841300279,-0.0111632348241628,0.000698664440734558
0.0926839356281491,0.85603903769781,0.815941230595566,8.80348061468978,9.34795162243197,0.116714799787234,1.0401899734277,-0.011948280616804,0.000712854757929883
0.0968135171454997,0.897232324865565,0.85299328439251,8.81068377167372,9.37626961435062,0.117080061670714,1.03442486268548,-0.0127451055219903,0.000727045075125209
0.105078842440228,0.981107134768748,0.927857133444089,8.83010425216555,9.43910651279299,0.116793276153227,1.02088185638138,-0.0143359374182516,0.00075542570951586
0.109216025936165,1.02362172669062,0.965508422066058,8.84035482695901,9.47143041876976,0.116283405517058,1.01341456926795,-0.0151351075678797,0.000769616026711185
0.113344743761919,1.0664094793891,1.00320190275536,8.85089038502385,9.50426412694432,0.1155458565172,1.0055184094678,-0.0159319197485233,0.000783806343906511
0.117454443292014,1.10938754012259,1.04086245369595,8.86183974418205,9.53774886205998,0.114583419231393,0.997196433092389,-0.0167211465401869,0.000797996661101836
0.121529855386831,1.15247471955065,1.07841781791532,8.8736863421972,9.57243775499908,0.11337833870971,0.9884025544932,-0.0174938328800752,0.000812186978297162
0.129618916814058,1.23866894514225,1.15294044923265,8.89484712240396,9.63938825807553,0.110627722340834,0.970287652843805,-0.0190276446429595,0.000840567612687813
0.141445790583681,1.36691937746975,1.26234005416354,8.92455016833269,9.73846212638859,0.105577582777289,0.941593038949814,-0.0212176930094927,0.00088313856427379
0.145287520956879,1.40913601235284,1.29796403776888,8.93376133903552,9.77091020649003,0.103710805097037,0.931759017733183,-0.0219107201663101,0.000897328881469115
0.149095013987609,1.45099375159917,1.33309380603381,8.94123666767692,9.80139173172465,0.101853005554987,0.922032667069107,-0.0225998120035068,0.000911519198664441
0.160153771770975,1.573904273458,1.43515643637143,8.96111543613069,9.890209981599,0.0959839959638021,0.892621937848255,-0.0245363735788757,0.000954090150250417
0.18691613563422,1.87553106769118,1.678645062793,8.98073918068783,10.0872300757918,0.0804655146291733,0.817976535168452,-0.0288582527976501,0.00106761268781302
0.195870661334927,1.97702088605322,1.75830797961672,8.97688284520632,10.1466012342018,0.0750729400932707,0.792284755808913,-0.0301573987163655,0.001110183639399
0.198739225250414,2.00934819330873,1.78343741828457,8.97375651956685,10.1639033127215,0.0733751954064659,0.784121725171681,-0.0305642381152979,0.00112437395659432
0.201536476626114,2.04091516364487,1.80786139332937,8.97039297101174,10.1808162254622,0.0717022068874951,0.776089573023509,-0.0309477953513556,0.00113856427378965
0.20426325340672,2.07171993351969,1.83158610245041,8.96679197997219,10.1973346045337,0.0700565965503092,0.768194269889761,-0.0313086545956841,0.00115275459098497
0.206961219275503,2.10176784427873,1.85461889761032,8.9611904302781,10.2111501739028,0.0685079223980607,0.76062831116343,-0.0316786106498447,0.0011669449081803
0.209555189975245,2.13105012804886,1.87696816045076,8.95691564915426,10.2265929069913,0.0669293192161709,0.753038533654302,-0.0319999110244037,0.00118113522537563
0.212121036506893,2.15958048762028,1.89864336619553,8.95075470807358,10.2394507783407,0.0654436430847168,0.745766777903603,-0.0323303923853557,0.00119532554257095
0.214618788504805,2.18735848955391,1.91965526756315,8.94448841565505,10.2520483175441,0.0639845129277949,0.738627034626113,-0.0326392176062116,0.00120951585976628
0.219431086813952,2.24068428214164,1.95973543416364,8.9309835840408,10.2755795097035,0.0611735360238498,0.724817685211943,-0.0332067706550095,0.00123789649415693
0.221745028709079,2.26624731920566,1.97882801061595,8.92388894639933,10.2866951933278,0.0598178676373472,0.718135646685845,-0.0334644155655195,0.00125208681135225
0.232560048979044,2.38345739795627,2.06533067798704,8.88084899815767,10.3299565880813,0.0536753034378187,0.687320918216276,-0.0346028958150463,0.00132303839732888
0.242126152274649,2.48398782591684,2.13812391394432,8.83061946781777,10.3595246601262,0.0483908717481677,0.660198619115124,-0.0354615149257709,0.00139398998330551
0.245603809523605,2.5198657345623,2.16377782252234,8.81003363392203,10.3695324108555,0.0464649717976716,0.650212563904053,-0.0357162635105683,0.00142237061769616
